Date,US0001M,US0002M,US0003M,US0006M,US0012M,USSW2,USSW3,USSW5,USSW7,USSW10,USSW15,USSW30
43573,2.48088,2.54113,2.58113,2.629,2.74638,2.4925,2.4271,2.4085,2.4552,2.5465,2.6995,2.7311
43578,2.47663,2.53063,2.58025,2.61988,2.73563,2.5099,2.4512,2.4415,2.4896,2.5813,2.6667,2.7598
43579,2.48338,2.54163,2.58638,2.61975,2.72513,2.5013,2.4451,2.4408,2.4924,2.587,2.6669,2.7685
43580,2.4785,2.54538,2.58238,2.6125,2.71625,2.48,2.4168,2.4072,2.4584,2.553,2.6867,2.735
43581,2.48313,2.54138,2.58275,2.61575,2.7175,2.482,2.417,2.4074,2.458,2.5522,2.6669,2.7365
43584,2.48588,2.53013,2.579,2.612,2.713,2.4733,2.4174,2.419,2.4747,2.5729,2.6225,2.7587
43585,2.4805,2.52625,2.57563,2.622,2.71688,2.4517,2.3934,2.3903,2.448,2.5481,2.639,2.7427
43586,2.48325,2.52438,2.5755,2.6115,2.71038,2.4105,2.3456,2.3445,2.4015,2.5035,2.6095,2.6986
43587,2.46713,2.50688,2.56513,2.6385,2.73688,2.4296,2.3641,2.3659,2.4218,2.5215,2.6342,2.7138
43588,2.46663,2.50838,2.55988,2.61738,2.7455,2.3892,2.3207,2.3226,2.382,2.4862,2.6125,2.6905
43592,2.46275,2.51475,2.562,2.59438,2.72138,2.3986,2.3362,2.3444,2.4055,2.5108,2.6138,2.7151
43593,2.45138,2.501,2.54513,2.58225,2.71375,2.3811,2.3159,2.3222,2.3837,2.4897,2.6415,2.693
43594,2.45338,2.49638,2.53525,2.58163,2.70213,2.4285,2.3635,2.3532,2.4044,2.4983,2.6196,2.687
43595,2.449,2.48963,2.52788,2.587,2.69338,2.4559,2.3955,2.393,2.442,2.5326,2.566,2.7078
43598,2.43963,2.49525,2.518,2.58763,2.67225,2.4446,2.3818,2.3724,2.4214,2.5122,2.5524,2.685
43599,2.43763,2.49863,2.5245,2.55088,2.63925,2.398,2.3246,2.308,2.3575,2.4512,2.577,2.6402
43600,2.43238,2.49575,2.52513,2.55088,2.6325,2.3854,2.3138,2.2991,2.348,2.441,2.5392,2.6221
43601,2.44063,2.48913,2.51963,2.5515,2.61425,2.3944,2.3295,2.3213,2.3717,2.4648,2.564,2.647
43602,2.44188,2.48788,2.52188,2.55375,2.63538,2.3606,2.2946,2.2859,2.334,2.4276,2.488,2.6095
43605,2.436,2.48825,2.52338,2.55975,2.64688,2.3678,2.3066,2.3041,2.3563,2.452,2.4945,2.6335
43606,2.42963,2.49325,2.5235,2.56325,2.65363,2.2694,2.207,2.2142,2.2712,2.3723,2.4531,2.5614
43607,2.437,2.49725,2.52475,2.57063,2.66563,2.275,2.2103,2.2116,2.2719,2.375,2.4719,2.5706
43608,2.42975,2.496,2.52063,2.56013,2.64475,2.236,2.1647,2.1664,2.2251,2.3294,2.4658,2.5354
43609,2.42813,2.48663,2.52488,2.54863,2.619,2.2595,2.1871,2.1857,2.2454,2.3497,2.4854,2.5517
43613,2.42938,2.48263,2.52375,2.54125,2.59988,2.2609,2.188,2.1865,2.2437,2.3451,2.4965,2.5442
43614,2.4385,2.48113,2.52175,2.52438,2.57075,2.2808,2.2133,2.214,2.2694,2.3686,2.4521,2.5594
43615,2.44,2.48013,2.52025,2.54375,2.57813,2.3075,2.2383,2.2334,2.285,2.3806,2.3902,2.5695
43616,2.4305,2.474,2.5025,2.51663,2.51025,2.2784,2.2013,2.1904,2.2403,2.335,2.389,2.5276
43619,2.42988,2.45525,2.4785,2.4555,2.41338,2.1993,2.1268,2.1208,2.1722,2.2696,2.3429,2.4697
43620,2.42088,2.4575,2.47438,2.42425,2.40525,2.2,2.123,2.1173,2.1695,2.2673,2.3375,2.4669
43621,2.4185,2.45638,2.47163,2.40838,2.3825,2.2025,2.1338,2.116,2.1685,2.269,2.2941,2.465
43622,2.41163,2.43838,2.453,2.37788,2.34763,2.1586,2.0772,2.0643,2.1178,2.2191,2.2099,2.4252
43623,2.41213,2.43013,2.45063,2.37175,2.34613,2.1537,2.0763,2.0685,2.119,2.2159,2.1595,2.418
43626,2.41338,2.42075,2.43575,2.34875,2.33763,2.109,2.0275,2.023,2.0755,2.174,2.2373,2.3732
43627,2.41063,2.42838,2.4495,2.352,2.34325,1.9792,1.9028,1.916,1.977,2.0833,2.264,2.294
43628,2.40113,2.42038,2.42788,2.34163,2.333,1.8735,1.8017,1.8329,1.9086,2.027,2.2475,2.2495
43629,2.39425,2.40238,2.41025,2.31838,2.30563,1.9254,1.8642,1.9039,1.9828,2.1022,2.213,2.3305
43630,2.38175,2.39438,2.402,2.27738,2.2465,1.91,1.8507,1.8921,1.9845,2.1172,2.265,2.3684
43633,2.39025,2.40638,2.4185,2.30875,2.28675,1.9385,1.8832,1.9114,1.991,2.1108,2.2469,2.3421
43634,2.38288,2.39838,2.38663,2.298,2.26438,1.9205,1.8663,1.8872,1.9592,2.0749,2.221,2.3106
43635,2.38338,2.39538,2.38613,2.3,2.29775,1.9719,1.9203,1.9399,2.012,2.1278,2.1824,2.3597
43636,2.40363,2.381,2.34313,2.21675,2.1615,1.9835,1.9194,1.9288,1.9993,2.1136,2.1538,2.3374
43637,2.40438,2.37663,2.34925,2.22013,2.20213,1.9271,1.8589,1.8776,1.9564,2.0805,2.1771,2.3197
43640,2.40175,2.3495,2.33288,2.20988,2.17875,1.8619,1.7991,1.8275,1.9103,2.039,2.1374,2.2832
43641,2.40413,2.34125,2.31125,2.18275,2.14738,1.8585,1.791,1.8114,1.888,2.0115,2.1058,2.2551
43642,2.40238,2.34538,2.32988,2.19975,2.18325,1.9035,1.8378,1.851,1.9231,2.0415,2.1131,2.2702
43643,2.40238,2.34088,2.31888,2.21338,2.18463,1.901,1.827,1.8224,1.8895,2.0014,2.1386,2.2318
43644,2.398,2.33088,2.31988,2.2005,2.17813,1.7644,1.7053,1.739,1.8255,1.959,2.0911,2.2112
43647,2.38775,2.339,2.33188,2.2185,2.20188,1.8015,1.7458,1.7668,1.8434,1.9697,2.0568,2.2161
43648,2.3795,2.33838,2.313,2.22638,2.20313,1.789,1.7345,1.7686,1.8543,1.988,2.1249,2.2487
43649,2.36,2.3355,2.2885,2.20888,2.18038,1.7396,1.686,1.725,1.8111,1.9436,2.0989,2.1979
43650,2.36413,2.33475,2.30263,2.20063,2.17938,1.7319,1.671,1.6953,1.7775,1.9085,2.1085,2.166
43651,2.3665,2.33738,2.31138,2.20975,2.19163,1.8,1.7407,1.7678,1.85,1.978,2.1314,2.2318
43654,2.37938,2.36475,2.33775,2.2565,2.2615,1.7839,1.7246,1.7513,1.8296,1.9548,2.0783,2.2027
43655,2.36863,2.35788,2.34075,2.25675,2.2735,1.8051,1.7431,1.765,1.841,1.964,2.0478,2.2137
43656,2.36913,2.36363,2.3395,2.26238,2.28575,1.8452,1.7799,1.7907,1.865,1.9865,2.047,2.236
43657,2.325,2.32475,2.30338,2.21263,2.19325,1.8075,1.7359,1.7375,1.8108,1.9327,2.1265,2.1848
43658,2.332,2.33375,2.32225,2.22925,2.23113,1.7995,1.7265,1.7195,1.7864,1.904,2.1206,2.1525
43661,2.31413,2.30838,2.30325,2.21713,2.2105,1.7978,1.722,1.719,1.786,1.903,2.1321,2.152
43662,2.30038,2.30188,2.29963,2.207,2.21088,1.9042,1.8307,1.817,1.8779,1.987,2.1528,2.2275
43663,2.29788,2.29538,2.3025,2.19875,2.217,1.9168,1.8446,1.829,1.8854,1.9909,2.2268,2.2132
43664,2.2715,2.27988,2.27763,2.17425,2.19213,1.9331,1.8636,1.8499,1.9021,2.003,2.2039,2.2232
43665,2.26113,2.25975,2.25938,2.14425,2.15775,1.8708,1.8112,1.8191,1.8896,2.0097,2.164,2.2586
43668,2.26913,2.29363,2.28275,2.18075,2.18838,1.9033,1.8595,1.8836,1.9618,2.0864,2.1717,2.3284
43669,2.266,2.286,2.2755,2.18488,2.19125,1.8823,1.837,1.8638,1.9401,2.065,2.1114,2.3047
43670,2.26175,2.2805,2.26663,2.18313,2.1795,1.8593,1.8102,1.8273,1.9025,2.025,2.0931,2.2659
43671,2.24113,2.25263,2.25575,2.1775,2.17888,1.8799,1.8327,1.85,1.9211,2.039,2.1263,2.2665
43672,2.237,2.247,2.26575,2.20488,2.19663,1.8412,1.7853,1.7962,1.8639,1.9791,2.1172,2.2073
43675,2.23438,2.258,2.2555,2.19625,2.198,1.781,1.7291,1.75,1.8261,1.95,2.1501,2.201
43676,2.22975,2.2525,2.25313,2.19163,2.1885,1.8459,1.7871,1.7995,1.8705,1.9888,2.1078,2.2277
43677,2.22425,2.25288,2.26563,2.20688,2.18863,1.8411,1.7792,1.7902,1.8615,1.9801,2.132,2.2195
43678,2.24413,2.2705,2.28675,2.22688,2.2385,1.8659,1.8061,1.8189,1.8915,2.012,2.132,2.2532
43679,2.2285,2.24575,2.23925,2.133,2.11588,1.8505,1.7871,1.788,1.855,1.971,2.1171,2.2101
43682,2.223,2.23238,2.209,2.08588,2.03675,1.885,1.8229,1.8237,1.8861,1.9969,2.1056,2.2338
43683,2.21275,2.223,2.187,2.05113,1.99413,1.8953,1.8301,1.8236,1.8864,1.9978,2.0694,2.2326
43684,2.21125,2.224,2.1845,2.04763,1.977,1.8823,1.8185,1.8152,1.8748,1.9833,1.9568,2.2192
43685,2.20088,2.21375,2.181,2.05025,1.993,1.8783,1.8149,1.8089,1.866,1.9729,1.9002,2.2075
43686,2.19425,2.206,2.17563,2.052,1.98788,1.9111,1.8319,1.8032,1.8488,1.9455,1.7235,2.163
43689,2.19525,2.1895,2.17525,2.05763,1.99063,1.7674,1.6841,1.6594,1.7116,1.8168,1.7376,2.068
43690,2.19513,2.17963,2.15813,2.034,1.97013,1.7362,1.6554,1.6267,1.6712,1.7683,1.7337,2.005
43691,2.19738,2.1905,2.16838,2.07988,2.029,1.5683,1.4805,1.4455,1.49,1.5894,1.712,1.8317
43692,2.182,2.15313,2.12375,2.014,1.9325,1.5869,1.496,1.4608,1.5049,1.6037,1.7494,1.8459
43693,2.17213,2.156,2.13588,2.01675,1.945,1.5895,1.5011,1.4701,1.5113,1.6058,1.645,1.8357
43696,2.16863,2.16663,2.1515,2.02913,1.95325,1.5996,1.5087,1.4715,1.5062,1.594,1.6985,1.805
43697,2.17,2.166,2.1495,2.02363,1.9485,1.6362,1.5497,1.5105,1.544,1.6304,1.5523,1.8467
43698,2.16663,2.16975,2.14763,2.02538,1.95425,1.5727,1.4779,1.4284,1.456,1.5362,1.4945,1.7337
43699,2.14525,2.15938,2.13225,2.0425,1.97325,1.658,1.5736,1.5253,1.5402,1.604,1.5382,1.7742
43700,2.1395,2.17138,2.14438,2.08013,2.0285,1.58,1.4873,1.4253,1.424,1.4713,1.5961,1.6195
43704,2.11588,2.15238,2.11738,2.0375,1.94938,1.5015,1.4136,1.3629,1.3661,1.4138,1.5517,1.564
43705,2.112,2.14563,2.12413,2.03513,1.94938,1.5016,1.4107,1.368,1.3845,1.4454,1.5905,1.6228
43706,2.10025,2.14738,2.13175,2.03138,1.96138,1.5595,1.4699,1.426,1.4437,1.505,1.6294,1.6779
43707,2.089,2.14963,2.13763,2.0365,1.974,1.5242,1.4324,1.3857,1.4,1.4589,1.5478,1.6378
43710,2.08188,2.14625,2.13275,2.024,1.94938,1.5717,1.4758,1.4193,1.4342,1.4954,1.557,1.6776
43711,2.06688,2.13738,2.12663,2.01238,1.93638,1.6102,1.5137,1.4542,1.4696,1.5315,1.4764,1.7185
43712,2.05725,2.12,2.11238,1.98725,1.89688,1.5263,1.4267,1.366,1.3854,1.4504,1.475,1.6332
43713,2.04213,2.1095,2.10213,1.9885,1.891,1.5331,1.4279,1.368,1.3883,1.4557,1.4778,1.6496
43714,2.049,2.1445,2.13413,2.03413,1.949,1.5015,1.39,1.3208,1.3295,1.3847,1.4675,1.5591
43717,2.0495,2.14538,2.13838,2.03563,1.94875,1.494,1.3776,1.31,1.3202,1.3794,1.4715,1.565
43718,2.03863,2.12838,2.13163,2.03513,1.97038,1.518,1.4006,1.3345,1.3392,1.3918,1.4319,1.5548
43719,2.03588,2.12425,2.12725,2.05288,2.00863,1.5142,1.3945,1.3185,1.3263,1.3817,1.4535,1.5436
43720,2.0275,2.12275,2.1185,2.04725,2.00563,1.508,1.397,1.3182,1.328,1.382,1.547,1.545
43721,2.02475,2.11513,2.13938,2.07025,2.04913,1.4429,1.3279,1.2615,1.274,1.3352,1.5347,1.5195
43724,2.04088,2.12338,2.14513,2.078,2.06963,1.4269,1.312,1.2544,1.2785,1.3524,1.6307,1.545
43725,2.057,2.14175,2.16413,2.08525,2.06538,1.5119,1.4095,1.3552,1.376,1.4471,1.717,1.6375
43726,2.04425,2.13338,2.15588,2.0815,2.0645,1.528,1.4229,1.3661,1.3818,1.4458,1.7176,1.614
43727,2.04588,2.12638,2.15888,2.084,2.07413,1.5913,1.4926,1.4385,1.462,1.5336,1.7497,1.7173
43728,2.0365,2.11988,2.13463,2.07038,2.065,1.6708,1.5816,1.5279,1.551,1.621,1.8784,1.8035
43731,2.01838,2.09288,2.10625,2.0585,2.03338,1.6612,1.5747,1.5265,1.5514,1.6228,1.8185,1.8015
43732,2.04588,2.09225,2.113,2.063,2.02925,1.7036,1.6186,1.5682,1.5882,1.6552,1.7765,1.8345
43733,2.05363,2.0895,2.09963,2.04413,1.985,1.7885,1.7199,1.6861,1.7133,1.7855,1.7461,1.96
43734,2.0435,2.0865,2.10438,2.06438,2.02013,1.7371,1.661,1.6315,1.6567,1.7272,1.737,1.899
43735,2.0315,2.07088,2.09863,2.063,2.04325,1.7231,1.6432,1.6032,1.6227,1.688,1.684,1.8538
43738,2.01563,2.06538,2.08513,2.05563,2.03213,1.7271,1.6434,1.5995,1.6123,1.6695,1.6855,1.8106
43739,2.01088,2.05963,2.08863,2.0565,2.0355,1.7124,1.6294,1.588,1.6012,1.6582,1.598,1.803
43740,1.99725,2.03388,2.05638,2.017,1.95825,1.6821,1.5945,1.5435,1.5537,1.6078,1.686,1.7464
43741,1.9895,2.02238,2.04313,1.985,1.91425,1.672,1.5889,1.5452,1.5535,1.6072,1.6493,1.75
43742,1.978,2.00438,2.027,1.95063,1.85313,1.6008,1.5091,1.4607,1.4655,1.5169,1.6525,1.6685
43745,1.94025,2.00213,2.012,1.96038,1.86775,1.668,1.5838,1.54,1.551,1.6072,1.6444,1.7518
43746,1.93875,1.99863,2.0095,1.96338,1.8885,1.6525,1.5666,1.5138,1.518,1.5697,1.6254,1.7173
43747,1.92738,1.9785,1.98425,1.94275,1.88188,1.6438,1.5602,1.5138,1.521,1.5731,1.6045,1.72
43748,1.92125,1.96538,1.98613,1.9355,1.896,1.6327,1.5506,1.5015,1.51,1.5638,1.538,1.7135
43749,1.9135,1.97463,2.00088,1.97563,1.9555,1.5748,1.4937,1.4564,1.4763,1.5413,1.5433,1.6954
43752,1.89075,1.9655,2.00088,1.978,1.97313,1.5204,1.4407,1.4031,1.4317,1.5068,1.576,1.6905
43753,1.88913,1.96738,2.00213,1.97725,1.97413,1.4297,1.3499,1.326,1.3585,1.4378,1.5401,1.6253
43754,1.8775,1.96463,2.00325,1.98588,1.99225,1.4573,1.3781,1.3405,1.3706,1.4471,1.5967,1.6262
43755,1.84638,1.93488,1.96588,1.9745,1.99313,1.4934,1.4185,1.3798,1.4065,1.4792,1.6807,1.6592
43756,1.85025,1.9275,1.95325,1.95175,1.98725,1.4484,1.3675,1.3325,1.362,1.4395,1.7454,1.627
43759,1.823,1.8975,1.934,1.93425,1.96063,1.4972,1.4222,1.3889,1.4181,1.4948,1.7453,1.6845
43760,1.82175,1.88463,1.936,1.9325,1.96725,1.573,1.504,1.47,1.5023,1.581,1.7935,1.765
43761,1.82275,1.89763,1.93963,1.914,1.94275,1.6425,1.5806,1.5499,1.5792,1.6535,1.7665,1.82
43762,1.80425,1.88575,1.93563,1.932,1.96088,1.6701,1.577,1.5499,1.577,1.6533,1.7786,1.821
43763,1.80488,1.881,1.92813,1.93325,1.95575,1.6285,1.6195,1.5957,1.6249,1.7005,1.7958,1.867
43766,1.79963,1.88263,1.9355,1.93988,1.99525,1.6384,1.5769,1.5558,1.5868,1.665,1.8435,1.849
43767,1.78588,1.86313,1.92713,1.92988,1.98875,1.6172,1.59,1.5701,1.6007,1.678,1.7996,1.8607
43768,1.78138,1.859,1.90913,1.9195,1.97988,1.6475,1.5731,1.5643,1.6032,1.6896,1.794,1.8824
43769,1.78488,1.84,1.90225,1.91625,1.95538,1.6145,1.6089,1.6036,1.6466,1.737,1.7969,1.9296
43770,1.77425,1.83888,1.8905,1.90238,1.92525,1.6222,1.5749,1.5702,1.6074,1.6929,1.8188,1.8872
43773,1.771,1.85338,1.90825,1.92463,1.96,1.6128,1.5818,1.5744,1.6082,1.6895,1.867,1.8794
43774,1.76988,1.85463,1.8935,1.92625,1.96688,1.6503,1.5722,1.5657,1.6037,1.6894,1.8612,1.884
43775,1.755,1.84525,1.90425,1.92388,1.97663,1.6722,1.6085,1.591,1.6274,1.712,1.789,1.9052
43776,1.758,1.84675,1.90138,1.92263,1.983,1.6692,1.6375,1.632,1.6726,1.7602,1.7059,1.9527
43777,1.759,1.85,1.90063,1.923,1.99975,1.6268,1.6352,1.6272,1.6672,1.7545,1.7286,1.9471
43780,1.76325,1.8385,1.90463,1.923,1.99413,1.5515,1.5852,1.5697,1.6047,1.6876,1.801,1.8693
43781,1.76163,1.84188,1.90925,1.92613,2.00563,1.5921,1.5,1.485,1.519,1.602,1.8797,1.7901
43782,1.76538,1.84575,1.90988,1.92225,1.987,1.6336,1.5434,1.517,1.5481,1.6279,1.8499,1.808
43783,1.7625,1.84075,1.90413,1.92163,1.97113,1.6698,1.5915,1.5725,1.6115,1.6975,1.9353,1.8831
43784,1.73325,1.8325,1.90263,1.9185,1.961,1.652,1.6415,1.642,1.6855,1.775,1.9513,1.9615
43787,1.72363,1.836,1.8985,1.91888,1.95338,1.7054,1.6184,1.6125,1.6552,1.7443,1.9542,1.9335
43788,1.72163,1.83675,1.89463,1.907,1.94163,1.7165,1.6914,1.7073,1.7485,1.8336,1.947,2.0134
43789,1.71563,1.8335,1.89875,1.89113,1.90925,1.722,1.7035,1.722,1.7641,1.849,1.893,2.0297
43790,1.708,1.841,1.9095,1.8935,1.90863,1.7011,1.7058,1.7218,1.7678,1.849,1.827,2.035
43791,1.70275,1.83675,1.91725,1.90725,1.91488,1.6691,1.6872,1.7094,1.756,1.8435,1.8377,2.0255
43794,1.6995,1.842,1.91863,1.91913,1.94175,1.623,1.6445,1.6549,1.7007,1.789,1.8195,1.9721
43795,1.70163,1.84363,1.90863,1.91425,1.94163,1.6316,1.5895,1.5927,1.6357,1.7228,1.7793,1.9069
43796,1.69113,1.83463,1.91375,1.90688,1.93975,1.6077,1.6009,1.6072,1.65,1.7364,1.748,1.9145
43797,1.7085,1.83575,1.90688,1.89513,1.95025,1.5882,1.5756,1.5863,1.6283,1.7136,1.7667,1.901
43798,1.69713,1.83988,1.9055,1.89688,1.95213,1.5676,1.55,1.5537,1.5932,1.6772,1.773,1.8566
43801,1.69375,1.83388,1.90013,1.90613,1.9625,1.5849,1.5261,1.524,1.5615,1.6441,1.7674,1.8267
43802,1.70363,1.83563,1.8915,1.89538,1.93663,1.609,1.546,1.548,1.5827,1.6631,1.7548,1.8467
43803,1.71313,1.825,1.88713,1.8875,1.917,1.6085,1.5652,1.5555,1.5906,1.6714,1.7836,1.8496
43804,1.71013,1.82238,1.885,1.88813,1.92263,1.5935,1.5626,1.5529,1.5867,1.666,1.783,1.8444
43805,1.71513,1.82175,1.8905,1.88675,1.92313,1.6325,1.5434,1.5393,1.5743,1.6554,1.7982,1.8297
43808,1.71763,1.8205,1.88838,1.88013,1.93525,1.632,1.5878,1.5835,1.6128,1.6872,1.8475,1.8565
43809,1.73563,1.82613,1.88725,1.87863,1.93288,1.6185,1.586,1.5832,1.613,1.687,1.747,1.8554
43810,1.7405,1.824,1.88738,1.88825,1.94325,1.6266,1.582,1.586,1.6258,1.7006,1.8082,1.8754
43811,1.73975,1.83188,1.89363,1.88638,1.93288,1.549,1.5962,1.6102,1.6545,1.7434,1.8478,1.9251
43812,1.73738,1.83688,1.89963,1.90288,1.96388,1.5886,1.5048,1.5104,1.5529,1.6411,1.8735,1.8267
43815,1.74488,1.83613,1.8985,1.89338,1.95963,1.6126,1.5556,1.57,1.6127,1.7003,1.8534,1.8902
43816,1.76388,1.8405,1.9025,1.90463,1.96838,1.6355,1.5887,1.6051,1.6509,1.7412,1.868,1.9275
43817,1.76463,1.84188,1.908,1.90488,1.96963,1.6295,1.6149,1.634,1.68,1.7688,1.8237,1.951
43818,1.78513,1.84475,1.92775,1.91625,1.998,1.6562,1.6094,1.6295,1.6697,1.7524,1.9386,1.9275
43819,1.77988,1.85025,1.93475,1.9205,1.99963,1.6276,1.6355,1.6529,1.6896,1.7685,1.862,1.94
43822,1.792,1.84388,1.94663,1.92438,2.0015,1.6869,1.6003,1.6085,1.6433,1.7205,1.919,1.9017
43823,1.80475,1.853,1.9605,1.92125,2.012,1.6417,1.674,1.7069,1.7511,1.8355,1.9375,2.014
43826,1.79938,1.84913,1.94463,1.92075,2.00425,1.6787,1.616,1.6304,1.6735,1.756,1.971,1.941
43829,1.78088,1.83888,1.90938,1.90875,2.001,1.6864,1.6635,1.6897,1.7359,1.818,1.9768,1.9922
43830,1.7625,1.83313,1.90838,1.91213,1.99625,1.6995,1.6725,1.6995,1.7492,1.8339,1.9815,2.0145
43832,1.73438,1.82113,1.90025,1.9095,1.99488,1.7009,1.6886,1.724,1.7776,1.8657,1.99,2.0484
43833,1.71425,1.8105,1.87388,1.89288,1.96413,1.7099,1.689,1.7245,1.781,1.8713,1.9655,2.054
43836,1.69213,1.80388,1.87225,1.89425,1.95488,1.7266,1.6957,1.731,1.788,1.8773,1.9678,2.0566
43837,1.699,1.81225,1.878,1.8805,1.9545,1.684,1.7156,1.7492,1.801,1.887,1.9545,2.0651
43838,1.67713,1.83688,1.834,1.87438,1.95113,1.728,1.682,1.7155,1.7723,1.8613,1.9473,2.0423
43839,1.68363,1.84113,1.84788,1.87963,1.96875,1.7154,1.6956,1.7178,1.7724,1.8643,1.9561,2.043
43840,1.67663,1.8065,1.83775,1.87213,1.96663,1.6854,1.6615,1.7195,1.7697,1.8528,2.0099,2.0284
43843,1.67625,1.79513,1.83125,1.8725,1.962,1.678,1.661,1.6939,1.7502,1.8399,2.0084,2.0264
43844,1.66963,1.786,1.84263,1.8645,1.96313,1.6975,1.689,1.6975,1.757,1.8482,1.9538,2.0349
43845,1.669,1.78663,1.83613,1.865,1.95275,1.6916,1.6876,1.729,1.7975,1.895,1.858,2.0914
43846,1.65775,1.79888,1.82663,1.84875,1.93013,1.6714,1.6538,1.7293,1.793,1.893,1.8609,2.091
43847,1.65438,1.7925,1.81913,1.84488,1.923,1.6142,1.5864,1.6925,1.7538,1.8468,1.8792,2.029
43850,1.65338,1.78638,1.80213,1.8295,1.92463,1.6108,1.5824,1.6098,1.6638,1.7521,1.9332,1.933
43851,1.6595,1.7825,1.80625,1.83438,1.91838,1.6125,1.5878,1.6015,1.656,1.7498,1.9127,1.9415
43852,1.65938,1.76988,1.80088,1.82463,1.919,1.6447,1.6277,1.6128,1.6695,1.765,1.877,1.9634
43853,1.66088,1.76575,1.79413,1.82175,1.8945,1.643,1.6245,1.661,1.7204,1.8172,1.904,2.0191
43854,1.6595,1.78038,1.79538,1.80525,1.87988,1.631,1.608,1.6487,1.7054,1.7996,1.8815,1.996
43857,1.64925,1.77213,1.7745,1.7835,1.83725,1.6436,1.6224,1.6281,1.6794,1.7687,1.8551,1.9546
43858,1.65,1.764,1.7695,1.771,1.83125,1.6368,1.6104,1.645,1.701,1.7945,1.8732,1.9822
43859,1.64525,1.76238,1.77713,1.77925,1.84713,1.629,1.5991,1.6255,1.6795,1.7715,1.8915,1.9604
43860,1.655,1.74125,1.76325,1.76338,1.82163,1.6383,1.6144,1.6116,1.6596,1.7464,1.89,1.9337
43861,1.66188,1.731,1.75113,1.74525,1.80663,1.639,1.6148,1.633,1.6805,1.7658,1.8502,1.9508
43864,1.66775,1.7235,1.741,1.717,1.769,1.635,1.614,1.6358,1.6894,1.7804,1.8375,1.969
43865,1.66625,1.72375,1.73738,1.7435,1.803,1.6075,1.5791,1.635,1.686,1.78,1.7901,1.969
43866,1.66963,1.72563,1.74163,1.75888,1.83113,1.602,1.573,1.5932,1.6457,1.737,1.7416,1.9308
43867,1.67088,1.72788,1.73413,1.74963,1.84263,1.5756,1.5422,1.5877,1.6377,1.7257,1.6576,1.9175
43868,1.66525,1.72375,1.73088,1.74038,1.83488,1.5549,1.5125,1.554,1.5993,1.6834,1.7134,1.865
43871,1.65788,1.71275,1.71313,1.72063,1.8005,1.4924,1.4386,1.5105,1.5525,1.6343,1.6445,1.8205
43872,1.65275,1.67963,1.70725,1.7245,1.80713,1.5258,1.4755,1.435,1.4722,1.5508,1.646,1.737
43873,1.65013,1.67725,1.70375,1.72538,1.81275,1.4756,1.4166,1.4774,1.52,1.6042,1.5737,1.7952
43874,1.6585,1.66825,1.69163,1.71288,1.802,1.4725,1.4168,1.4105,1.4515,1.5362,1.5961,1.727
43875,1.65825,1.6625,1.69175,1.71,1.79838,1.3783,1.3211,1.4092,1.4505,1.5361,1.6662,1.729
43878,1.64675,1.64575,1.69288,1.72488,1.79275,1.4165,1.359,1.3167,1.3621,1.4525,1.7264,1.669
43879,1.647,1.66038,1.69463,1.71488,1.77188,1.4779,1.4267,1.3531,1.396,1.4835,1.7105,1.6827
43880,1.63938,1.68875,1.696,1.69875,1.76888,1.5059,1.4645,1.4243,1.468,1.5548,1.6484,1.7521
43881,1.62888,1.68163,1.68275,1.69563,1.76175,1.5046,1.4624,1.4715,1.5204,1.6115,1.628,1.8157
43882,1.62675,1.67675,1.67925,1.67475,1.72863,1.4552,1.4089,1.4704,1.5168,1.6031,1.6549,1.7917
43885,1.61613,1.63688,1.64663,1.62763,1.63475,1.4313,1.385,1.4129,1.4561,1.54,1.6956,1.7311
43886,1.61263,1.63563,1.63763,1.62863,1.64575,1.4561,1.4129,1.3891,1.4329,1.5169,1.6721,1.7138
43887,1.60338,1.619,1.61325,1.59025,1.61013,1.489,1.4509,1.4172,1.463,1.5473,1.635,1.7365
43888,1.58113,1.59738,1.58038,1.53325,1.53725,1.4758,1.4375,1.4585,1.5051,1.5894,1.636,1.775
43889,1.51525,1.50263,1.46275,1.39725,1.3815,1.4587,1.414,1.4418,1.4863,1.5687,1.6014,1.7488
43892,1.35575,1.30488,1.25375,1.19838,1.15388,1.4647,1.418,1.412,1.4531,1.5318,1.6074,1.712
43893,1.37675,1.37563,1.31425,1.252,1.24563,1.437,1.3917,1.414,1.4538,1.5339,1.546,1.714
43894,1.01625,1.01913,1.00063,0.98888,0.9675,1.4527,1.4083,1.3877,1.4255,1.5012,1.4829,1.674
43895,1.00513,1.00863,0.99888,0.97463,0.94425,1.4118,1.3619,1.4019,1.437,1.5101,1.394,1.6777
43896,0.86263,0.87663,0.896,0.87988,0.84563,1.3668,1.315,1.3533,1.3846,1.4539,1.3785,1.6108
43899,0.72488,0.71038,0.76813,0.73538,0.7435,1.2656,1.2085,1.3053,1.3328,1.3978,1.3832,1.5412
43900,0.81138,0.79038,0.78413,0.76963,0.79213,1.249,1.193,1.1958,1.2298,1.3021,1.3054,1.4602
43901,0.79663,0.79363,0.7725,0.744,0.7465,1.2092,1.1654,1.182,1.2162,1.2886,1.2223,1.4417
43902,0.70463,0.73325,0.7405,0.73788,0.75975,1.107,1.0704,1.1689,1.2096,1.2872,1.2662,1.4527
