Date,US0001M,US0002M,US0003M,US0006M,US0012M,USSW2,USSW3,USSW5,USSW7,USSW10,USSW15,USSW30
43250,1.98246,2.09677,2.30031,2.46688,2.7,2.6572,2.7336,2.7993,2.8398,2.896,2.9475,2.9272
43251,2.0007,2.10686,2.32125,2.47375,2.71813,2.6949,2.7708,2.8312,2.8638,2.912,2.9612,2.9383
43252,2.00468,2.11126,2.31781,2.47438,2.72413,2.7404,2.8219,2.8811,2.9134,2.96,3.0038,2.9756
43255,2.01297,2.11838,2.31381,2.484,2.74011,2.7776,2.8634,2.9267,2.9566,3.0008,3.0426,3.0123
43256,2.02454,2.12279,2.31919,2.47963,2.73888,2.7635,2.8469,2.9094,2.9411,2.988,3.0347,3.0069
43257,2.02961,2.12366,2.32088,2.48375,2.74088,2.7853,2.8731,2.943,2.9786,3.0286,3.0711,3.0404
43258,2.04638,2.13525,2.32713,2.49188,2.75375,2.7688,2.8499,2.9041,2.936,2.9813,3.0252,2.9959
43259,2.04617,2.13489,2.32631,2.48875,2.74025,2.779,2.8638,2.9275,2.9597,3.0073,3.052,3.022
43262,2.04738,2.137,2.33263,2.49313,2.75794,2.7963,2.8805,2.9405,2.9708,3.0154,3.0597,3.0309
43263,2.05725,2.14675,2.33563,2.49875,2.76469,2.8099,2.896,2.9522,2.9816,3.0236,3.0668,3.0358
43264,2.07325,2.14925,2.34063,2.50013,2.76688,2.8356,2.9221,2.975,2.9976,3.0343,3.069,3.0351
43265,2.08506,2.15175,2.33469,2.50288,2.77188,2.835,2.9166,2.9528,2.9699,3.0031,3.0372,3.0009
43266,2.08494,2.15175,2.32594,2.50375,2.77219,2.8211,2.9006,2.9398,2.9541,2.9845,3.0182,2.9863
43269,2.08375,2.1505,2.32469,2.49688,2.77188,2.8144,2.8956,2.9368,2.9513,2.9833,3.0195,2.9901
43270,2.08788,2.15425,2.33025,2.495,2.7625,2.8008,2.8751,2.9148,2.9313,2.9648,3.0033,2.9717
43271,2.08363,2.16525,2.33188,2.50088,2.7725,2.8215,2.8997,2.948,2.9678,3.0014,3.0404,3.0088
43272,2.09113,2.17231,2.33506,2.50438,2.77031,2.8079,2.878,2.9141,2.9308,2.9633,3.0008,2.9702
43273,2.09775,2.17881,2.33888,2.5075,2.77688,2.8098,2.8788,2.9147,2.9309,2.9632,3.0013,2.9678
43276,2.10288,2.16963,2.337,2.5025,2.76594,2.7945,2.8599,2.8981,2.9146,2.9483,2.9862,2.9533
43277,2.10188,2.16888,2.33563,2.5025,2.77094,2.7931,2.8578,2.8943,2.9119,2.9473,2.9864,2.9584
43278,2.0935,2.17113,2.33438,2.50063,2.76281,2.761,2.8185,2.8501,2.8655,2.8985,2.937,2.9084
43279,2.09213,2.17288,2.33738,2.50125,2.76313,2.7727,2.8325,2.864,2.8772,2.909,2.9446,2.9112
43280,2.09025,2.16913,2.33575,2.50125,2.76406,2.7918,2.8601,2.8901,2.9024,2.9335,2.9658,2.9302
43283,2.09994,2.17319,2.3425,2.50969,2.77156,2.8116,2.8797,2.9087,2.919,2.9481,2.9787,2.9405
43284,2.08588,2.17475,2.33725,2.50688,2.77313,2.79,2.8527,2.8757,2.8835,2.912,2.942,2.9067
43285,2.08725,2.1715,2.33731,2.50594,2.77344,2.803,2.8675,2.877,2.8855,2.912,2.9514,2.917
43286,2.09713,2.17756,2.33863,2.52025,2.784,2.8076,2.8678,2.8854,2.8895,2.914,2.9409,2.902
43287,2.08625,2.16938,2.33144,2.50813,2.77375,2.7951,2.8525,2.873,2.8791,2.9039,2.9304,2.8906
43290,2.0775,2.17175,2.33313,2.50875,2.77594,2.8117,2.8727,2.8995,2.9099,2.9373,2.966,2.9312
43291,2.0665,2.16713,2.33744,2.51188,2.78094,2.8158,2.8754,2.8897,2.8986,2.9266,2.9569,2.924
43292,2.07425,2.17288,2.337,2.51238,2.77844,2.8151,2.8734,2.894,2.9,2.9237,2.952,2.9203
43293,2.07163,2.17313,2.33919,2.51963,2.78531,2.8212,2.8726,2.8888,2.8932,2.9173,2.9462,2.9166
43294,2.07325,2.17338,2.336,2.52088,2.78688,2.8067,2.8532,2.866,2.8703,2.8951,2.9249,2.8975
43297,2.0785,2.1735,2.33263,2.5185,2.78775,2.8257,2.8773,2.8905,2.8963,2.9214,2.949,2.9167
43298,2.08175,2.17313,2.34194,2.52313,2.79575,2.8364,2.8881,2.901,2.9035,2.9258,2.9546,2.9251
43299,2.08625,2.179,2.3475,2.52663,2.80088,2.8356,2.8884,2.9094,2.9155,2.9394,2.9696,2.9411
43300,2.081,2.17963,2.34706,2.52725,2.80744,2.8164,2.8647,2.882,2.8846,2.9059,2.9361,2.9108
43301,2.069,2.17938,2.34156,2.52425,2.80163,2.8291,2.884,2.9123,2.9251,2.9563,2.9893,2.9628
43304,2.06363,2.16463,2.33531,2.52088,2.79919,2.8488,2.9127,2.9532,2.9722,3.0075,3.0394,3.0146
43305,2.07013,2.17238,2.33488,2.5225,2.808,2.8507,2.9186,2.9569,2.9723,3.0043,3.0347,3.0074
43306,2.07688,2.174,2.33688,2.5225,2.80775,2.8629,2.9359,2.9776,2.9953,3.0278,3.0593,3.0333
43307,2.07163,2.17138,2.33888,2.52863,2.81663,2.8753,2.9455,2.9803,2.995,3.0279,3.0574,3.0304
43308,2.07675,2.16875,2.34238,2.52988,2.82138,2.8735,2.9376,2.9615,2.9805,3.0146,3.0482,3.0266
43311,2.0815,2.17363,2.34313,2.5305,2.82125,2.8758,2.9401,2.9778,2.9992,3.0366,3.0738,3.0522
43312,2.08138,2.17906,2.34856,2.5305,2.82781,2.8807,2.9444,2.9776,2.995,3.0283,3.0624,3.0392
43313,2.08213,2.18075,2.34825,2.53363,2.83213,2.8999,2.9712,3.0133,3.0382,3.0771,3.1119,3.0879
43314,2.08019,2.18206,2.3405,2.5305,2.82775,2.89,2.9587,2.998,3.0207,3.0565,3.0938,3.0706
43315,2.07931,2.18238,2.343,2.52475,2.82738,2.866,2.9257,2.9618,2.984,3.0232,3.0642,3.045
43318,2.08256,2.17844,2.34325,2.52163,2.82688,2.8595,2.9164,2.9498,2.9717,3.0108,3.0531,3.0392
43319,2.07113,2.18381,2.34144,2.52238,2.82431,2.8786,2.9432,2.9766,2.9975,3.0334,3.0758,3.0588
43320,2.06344,2.1855,2.3405,2.517,2.82775,2.8674,2.9288,2.9603,2.9794,3.0167,3.0577,3.0438
43321,2.06731,2.19238,2.338,2.51713,2.8275,2.8433,2.9028,2.9329,2.9493,2.9847,3.0248,3.0071
43322,2.06675,2.18638,2.31925,2.51213,2.8155,2.7948,2.8486,2.8775,2.8951,2.9342,2.9769,2.9635
43325,2.06269,2.17838,2.31375,2.50763,2.803,2.8001,2.852,2.8833,2.9011,2.9395,2.9846,2.9725
43326,2.0635,2.18263,2.31519,2.51238,2.8135,2.8345,2.8883,2.9113,2.9297,2.9675,3.0128,3.0014
43327,2.06,2.18275,2.31175,2.51063,2.81488,2.8007,2.851,2.871,2.8896,2.9279,2.9709,2.9595
43328,2.07738,2.19613,2.32225,2.5135,2.81663,2.8226,2.8693,2.8856,2.9007,2.9366,2.9758,2.9593
43329,2.06938,2.18588,2.31188,2.51075,2.813,2.8175,2.8675,2.8854,2.8995,2.9345,2.9753,2.9587
43332,2.067,2.19125,2.30963,2.50863,2.813,2.7871,2.83,2.8454,2.8589,2.8948,2.9377,2.9243
43333,2.06588,2.19138,2.31025,2.51288,2.80775,2.7939,2.8392,2.852,2.865,2.9,2.9427,2.9299
43334,2.066,2.1895,2.31175,2.5125,2.808,2.7856,2.8279,2.844,2.858,2.8953,2.9377,2.9251
43335,2.06475,2.197,2.31138,2.51613,2.812,2.7993,2.8399,2.8539,2.8654,2.9001,2.9407,2.9254
43336,2.07275,2.196,2.31725,2.523,2.82,2.8035,2.8427,2.8484,2.8565,2.8889,2.9274,2.9121
43340,2.07488,2.19963,2.31475,2.52825,2.82813,2.8445,2.8933,2.9077,2.9204,2.9551,2.9961,2.9801
43341,2.07588,2.195,2.31263,2.5275,2.833,2.8537,2.9037,2.9154,2.9253,2.9588,2.9944,2.9744
43342,2.10375,2.2085,2.32125,2.53388,2.84238,2.8356,2.8766,2.8867,2.8961,2.9304,2.9701,2.9545
43343,2.11375,2.20613,2.32075,2.53563,2.84,2.8237,2.8647,2.8777,2.8919,2.9305,2.9734,2.961
43346,2.1095,2.20638,2.31563,2.535,2.83888,2.827,2.8674,2.8773,2.8917,2.928,2.9762,2.9607
43347,2.12031,2.21188,2.32275,2.539,2.84288,2.8435,2.8874,2.9082,2.9247,2.9648,3.0075,2.9948
43348,2.1205,2.20688,2.31681,2.54056,2.84394,2.8379,2.8828,2.9028,2.9207,2.9643,3.0115,3.0027
43349,2.13256,2.2095,2.32706,2.54419,2.84906,2.8236,2.8608,2.875,2.8932,2.9366,2.9853,2.9781
43350,2.131,2.21088,2.33125,2.5415,2.8455,2.8957,2.9426,2.9551,2.969,3.0044,3.0464,3.033
43353,2.13894,2.21725,2.33425,2.55225,2.86263,2.8994,2.9459,2.9548,2.9624,2.9932,3.0315,3.0127
43354,2.14794,2.22113,2.33425,2.55775,2.8685,2.9326,2.985,3.0002,3.0117,3.0458,3.0805,3.0586
43355,2.13444,2.21475,2.3315,2.56063,2.86456,2.927,2.9785,2.9928,3.001,3.0303,3.0649,3.0412
43356,2.15844,2.231,2.33413,2.56713,2.87344,2.9368,2.9883,3.0025,3.0099,3.04,3.0727,3.0469
43357,2.16469,2.23175,2.33713,2.56875,2.88019,2.9583,3.0113,3.028,3.0354,3.064,3.0956,3.0683
43360,2.16813,2.23363,2.33875,2.57075,2.87944,2.9437,2.9972,3.0118,3.021,3.0532,3.0883,3.0657
43361,2.16525,2.2375,2.3375,2.56788,2.8795,2.9655,3.0318,3.0599,3.0763,3.1148,3.1509,3.1298
43362,2.18244,2.2475,2.35338,2.57175,2.88713,2.9665,3.031,3.0645,3.0818,3.1198,3.1593,3.1348
43363,2.21219,2.2635,2.36638,2.58488,2.89663,2.9884,3.0517,3.0788,3.0937,3.1286,3.1633,3.1357
43364,2.21581,2.26788,2.37263,2.592,2.90825,2.9795,3.0434,3.073,3.0898,3.1247,3.1602,3.1343
43367,2.21819,2.2725,2.37363,2.59363,2.90888,2.9872,3.0553,3.0878,3.1072,3.1447,3.1813,3.1564
43368,2.23006,2.283,2.381,2.59538,2.91188,3.0068,3.0761,3.1055,3.1208,3.1528,3.1855,3.1586
43369,2.24219,2.29425,2.38613,2.5935,2.9145,2.9885,3.0492,3.0676,3.081,3.1124,3.147,3.1193
43370,2.256,2.30375,2.396,2.6005,2.91738,2.9963,3.0552,3.0722,3.0844,3.1143,3.149,3.1213
43371,2.26056,2.31075,2.39838,2.60388,2.91863,2.9895,3.0495,3.0706,3.0866,3.1205,3.1573,3.1336
43374,2.26513,2.30975,2.39813,2.60625,2.9255,2.9923,3.0535,3.0804,3.0995,3.1365,3.1769,3.1565
43375,2.27394,2.31988,2.4075,2.607,2.92475,2.9855,3.0437,3.0689,3.0858,3.1196,3.1607,3.1402
43376,2.27925,2.31925,2.40825,2.60888,2.92725,3.0403,3.115,3.155,3.1831,3.2282,3.2696,3.2453
43377,2.28063,2.32388,2.40963,2.6235,2.95688,3.0448,3.1207,3.1605,3.1894,3.236,3.2782,3.2558
43378,2.27669,2.31875,2.40806,2.62288,2.95831,3.0637,3.144,3.1868,3.2216,3.2729,3.3174,3.2967
43381,2.28406,2.32175,2.41425,2.626,2.95788,3.0669,3.1475,3.1728,3.2098,3.2637,3.3137,3.2993
43382,2.28713,2.314,2.42044,2.629,2.962,3.0692,3.146,3.1812,3.2091,3.2545,3.2954,3.2716
43383,2.28319,2.3225,2.42519,2.63625,2.96913,3.031,3.0988,3.1286,3.1588,3.2087,3.2543,3.2382
43384,2.2795,2.33075,2.43631,2.63525,2.95425,3.0408,3.1054,3.1332,3.1562,3.199,3.2437,3.227
43385,2.27975,2.33413,2.43644,2.65213,2.96338,3.0423,3.1075,3.1383,3.1613,3.2055,3.2514,3.2327
43388,2.2895,2.344,2.44881,2.65375,2.96681,3.0557,3.1185,3.1407,3.1631,3.2071,3.2557,3.2395
43389,2.28713,2.33575,2.44456,2.6575,2.96713,3.0634,3.1308,3.1575,3.1807,3.2248,3.2708,3.252
43390,2.282,2.3335,2.44963,2.66138,2.96575,3.0881,3.1602,3.1911,3.2187,3.266,3.312,3.293
43391,2.27963,2.34838,2.469,2.69413,3.00056,3.1005,3.159,3.1805,3.2045,3.25,3.298,3.2818
43392,2.28188,2.35538,2.47719,2.7235,3.02038,3.1119,3.173,3.192,3.2155,3.2608,3.3097,3.2947
43395,2.2865,2.36113,2.48738,2.72931,3.031,3.1011,3.1626,3.188,3.213,3.2603,3.3106,3.2969
43396,2.28138,2.35613,2.48988,2.74756,3.03438,3.0793,3.1336,3.1585,3.1851,3.2363,3.289,3.2783
43397,2.29406,2.36463,2.508,2.75975,3.03938,3.0355,3.0736,3.0909,3.1188,3.1739,3.2327,3.2284
43398,2.29494,2.37975,2.50925,2.77413,3.05175,3.0563,3.096,3.1058,3.1297,3.182,3.2432,3.2413
43399,2.29669,2.38531,2.52038,2.77675,3.05675,3.0169,3.0484,3.0577,3.0827,3.1374,3.1999,3.2004
43402,2.302,2.39106,2.52663,2.78175,3.06375,3.0237,3.0621,3.073,3.0981,3.1517,3.2148,3.216
43403,2.29938,2.39338,2.541,2.79625,3.07088,3.0508,3.0908,3.1095,3.1364,3.1921,3.2536,3.2524
43404,2.30688,2.39638,2.5585,2.80013,3.08375,3.07,3.1116,3.126,3.1543,3.2101,3.2753,3.2778
43405,2.31356,2.418,2.5815,2.8165,3.09613,3.0586,3.0964,3.1121,3.141,3.1991,3.2645,3.2675
43406,2.31788,2.42625,2.59238,2.82888,3.10488,3.1124,3.1578,3.1792,3.2129,3.2746,3.3396,3.3405
43409,2.316,2.4295,2.58925,2.83575,3.11688,3.1033,3.1485,3.1707,3.2025,3.2631,3.323,3.3188
43410,2.31688,2.42863,2.59125,2.8415,3.11638,3.1221,3.1712,3.1915,3.2249,3.2858,3.3446,3.3389
43411,2.31531,2.4455,2.60113,2.8435,3.12513,3.1395,3.1882,3.2069,3.2354,3.2922,3.3484,3.3395
43412,2.31844,2.45863,2.61463,2.85763,3.14075,3.1503,3.1982,3.214,3.2393,3.2923,3.3475,3.3385
43413,2.31438,2.45513,2.61813,2.858,3.14413,3.1194,3.1597,3.169,3.1918,3.2436,3.2995,3.292
43416,2.30663,2.44525,2.61413,2.85538,3.13475,3.111,3.1597,3.1672,3.1892,3.243,3.298,3.2905
43417,2.3065,2.44413,2.61613,2.855,3.13206,3.0805,3.1143,3.1196,3.1445,3.2003,3.2603,3.2575
43418,2.31038,2.44531,2.629,2.86344,3.12963,3.0585,3.0894,3.099,3.1281,3.189,3.258,3.2651
43419,2.3025,2.44913,2.64,2.86019,3.11838,3.0545,3.078,3.0837,3.1135,3.1765,3.2477,3.2562
43420,2.30088,2.45213,2.6445,2.86263,3.12363,2.9928,3.0125,3.0231,3.0577,3.126,3.1984,3.2087
43423,2.30025,2.45769,2.64581,2.86575,3.10738,2.9783,2.9965,3.0138,3.0509,3.1212,3.1947,3.2051
43424,2.3055,2.4585,2.65313,2.86325,3.09713,2.9967,3.017,3.0319,3.0636,3.1288,3.1987,3.2059
43425,2.31513,2.47313,2.67694,2.88588,3.11038,3.0067,3.0274,3.039,3.0677,3.1312,3.2015,3.2089
43426,2.31488,2.48013,2.68925,2.88725,3.1095,3.007,3.026,3.0373,3.066,3.1308,3.2,3.209
43427,2.32188,2.49538,2.69119,2.88625,3.12075,2.9975,3.013,3.016,3.0438,3.106,3.1855,3.193
43430,2.33675,2.49525,2.70681,2.89275,3.12838,3.0106,3.0253,3.0282,3.0544,3.1152,3.1867,3.1966
43431,2.34931,2.499,2.706,2.88444,3.13075,3.0109,3.023,3.0278,3.0523,3.1117,3.1816,3.19
43432,2.34463,2.495,2.70663,2.88663,3.13413,2.981,2.9923,3.0024,3.031,3.0943,3.171,3.1859
43433,2.34925,2.51125,2.73813,2.88519,3.11869,2.9766,2.9819,2.9824,3.0091,3.0716,3.147,3.1625
43434,2.34694,2.51006,2.73613,2.89463,3.12025,2.9642,2.9645,2.9553,2.9774,3.036,3.114,3.1339
43437,2.37888,2.53656,2.75125,2.89525,3.13819,2.9907,2.9857,2.9639,2.9773,3.028,3.1005,3.1164
43438,2.3795,2.53625,2.73888,2.89638,3.13294,2.9595,2.9495,2.9248,2.9318,2.9772,3.0433,3.0527
43439,2.38325,2.54275,2.76575,2.89113,3.12575,2.961,2.949,2.925,2.931,2.9752,3.042,3.052
43440,2.38694,2.54044,2.76713,2.88906,3.11194,2.9301,2.9103,2.8896,2.9086,2.9655,3.035,3.0458
43441,2.40019,2.54525,2.77106,2.88581,3.10056,2.863,2.828,2.808,2.8302,2.8918,2.9692,2.99
43444,2.4205,2.56763,2.77594,2.87788,3.084,2.8577,2.8222,2.803,2.8261,2.8889,2.9599,2.972
43445,2.43238,2.57981,2.779,2.88063,3.0895,2.8888,2.8598,2.837,2.8563,2.9144,2.9807,2.9875
43446,2.44013,2.58494,2.7775,2.89225,3.10125,2.909,2.8891,2.8739,2.8905,2.9455,3.008,3.0106
43447,2.45513,2.58863,2.78819,2.90088,3.11238,2.9022,2.877,2.86,2.8847,2.9474,3.016,3.0248
43448,2.455,2.588,2.80069,2.90056,3.09769,2.8816,2.8501,2.834,2.8594,2.9234,2.9923,3.0008
43451,2.46963,2.59063,2.80363,2.90463,3.10388,2.8368,2.807,2.7977,2.8259,2.8928,2.963,2.9735
43452,2.47013,2.58725,2.792,2.87638,3.06131,2.7783,2.7413,2.7354,2.7687,2.8408,2.9136,2.9242
43453,2.47938,2.58956,2.78963,2.87088,3.05275,2.7732,2.7182,2.6975,2.7165,2.775,2.8405,2.8465
43454,2.50375,2.61738,2.82375,2.9,3.06544,2.8293,2.779,2.7611,2.7842,2.8456,2.9185,2.929
43455,2.50625,2.61188,2.82163,2.90788,3.07313,2.7841,2.7332,2.7291,2.7607,2.8293,2.9001,2.9077
43458,2.50563,2.61175,2.81344,2.89375,3.04788,2.7015,2.658,2.658,2.6907,2.762,2.837,2.8528
43461,2.52238,2.619,2.803,2.883,3.03238,2.715,2.6565,2.658,2.6934,2.762,2.837,2.8528
43462,2.51988,2.6195,2.797,2.87313,3.01313,2.7511,2.7062,2.7123,2.7495,2.8238,2.8985,2.9102
43465,2.50269,2.61375,2.80763,2.87563,3.00544,2.702,2.6582,2.6651,2.7076,2.7877,2.8706,2.8917
43467,2.50713,2.61738,2.79388,2.87394,3.002,2.6705,2.6108,2.607,2.6535,2.7402,2.8264,2.849
43468,2.51275,2.62038,2.795,2.85888,3.005,2.657,2.59,2.5703,2.6235,2.7085,2.8045,2.8381
43469,2.52056,2.62313,2.80388,2.85575,2.96488,2.655,2.5915,2.5773,2.6225,2.711,2.805,2.8374
43472,2.51113,2.63388,2.79681,2.84875,2.99475,2.6445,2.5655,2.5328,2.5705,2.6515,2.7465,2.7818
43473,2.5155,2.64638,2.7825,2.85256,3.01613,2.539,2.4452,2.419,2.4731,2.5744,2.6801,2.7235
43474,2.51875,2.65288,2.79888,2.86975,3.039,2.652,2.5848,2.5717,2.6137,2.6989,2.7904,2.8199
43475,2.51419,2.65275,2.79694,2.86044,3.019,2.6877,2.6289,2.6085,2.6449,2.7239,2.8065,2.8249
43476,2.50894,2.648,2.78731,2.86463,3.01869,2.7223,2.6701,2.6511,2.6833,2.7569,2.8345,2.8483
43479,2.51006,2.637,2.77894,2.85344,3.01088,2.7052,2.6465,2.6282,2.6624,2.739,2.82,2.8365
43480,2.5075,2.63963,2.77344,2.84581,3.00838,2.7212,2.6649,2.6483,2.6862,2.7655,2.8534,2.8773
43481,2.51325,2.64225,2.78031,2.86163,3.03013,2.6985,2.6345,2.6147,2.6475,2.7249,2.8144,2.8422
43482,2.503,2.63313,2.77575,2.8525,3.01188,2.6954,2.6353,2.6148,2.6495,2.7285,2.821,2.8506
43483,2.506,2.62963,2.761,2.85188,3.03013,2.7,2.6415,2.6218,2.6594,2.7408,2.834,2.8645
43486,2.51225,2.63438,2.77238,2.85475,3.03988,2.7045,2.6485,2.6305,2.6717,2.756,2.8463,2.8735
43487,2.519,2.64188,2.77925,2.85363,3.03713,2.7316,2.6811,2.6648,2.7037,2.7842,2.8684,2.8884
43488,2.51,2.627,2.77063,2.85363,3.035,2.769,2.7269,2.7145,2.7487,2.8225,2.9048,2.9231
43489,2.50188,2.625,2.76475,2.85013,3.02913,2.764,2.7196,2.7144,2.7489,2.8225,2.8567,2.92
43490,2.5,2.64638,2.75163,2.83225,3.0315,2.7339,2.6823,2.6619,2.697,2.773,2.8595,2.8774
43493,2.50175,2.64613,2.7505,2.82988,3.03,2.7334,2.6795,2.6585,2.6951,2.7722,2.8375,2.883
43494,2.49888,2.63363,2.74438,2.82338,3.02375,2.7165,2.6567,2.633,2.6711,2.7499,2.8735,2.8623
43495,2.50913,2.61925,2.73625,2.8115,3.02063,2.7458,2.695,2.6802,2.7149,2.7894,2.8617,2.8947
43496,2.51375,2.62525,2.7375,2.7995,2.9835,2.7304,2.6805,2.6597,2.6963,2.7736,2.8292,2.8865
43497,2.514,2.6285,2.73263,2.79,2.96163,2.7052,2.6492,2.6269,2.6616,2.7405,2.8029,2.855
43500,2.51313,2.63775,2.73438,2.79575,2.98013,2.6558,2.5935,2.5793,2.6222,2.7075,2.7571,2.8357
43501,2.51225,2.62013,2.7385,2.7775,2.98575,2.6069,2.5447,2.5299,2.5729,2.6582,2.8061,2.7948
43502,2.51263,2.60925,2.73763,2.77625,2.962,2.6519,2.6017,2.5908,2.6317,2.7125,2.8395,2.838
43503,2.51688,2.61013,2.697,2.765,2.94825,2.6803,2.6344,2.6238,2.6664,2.749,2.8169,2.8673
43504,2.50413,2.59388,2.69775,2.74188,2.93575,2.6691,2.6167,2.6005,2.6418,2.7243,2.8162,2.8472
43507,2.49788,2.5855,2.688,2.73363,2.92425,2.6706,2.6143,2.5947,2.6372,2.7215,2.7789,2.8491
43508,2.49375,2.59113,2.69288,2.7405,2.91525,2.6255,2.5703,2.5567,2.5992,2.6845,2.7594,2.8105
43509,2.48875,2.59888,2.68375,2.74325,2.91575,2.6135,2.5548,2.5364,2.5774,2.6613,2.776,2.7952
43510,2.48138,2.5905,2.69388,2.744,2.91675,2.6228,2.5686,2.5523,2.5943,2.6794,2.8071,2.8108
43511,2.48038,2.58425,2.68288,2.75375,2.906,2.6421,2.5906,2.582,2.6257,2.7108,2.8205,2.842
43514,2.48475,2.57813,2.64363,2.75538,2.90713,2.6682,2.6201,2.6054,2.645,2.7267,2.7827,2.8525
43515,2.48225,2.57813,2.64125,2.73575,2.89113,2.6373,2.5818,2.5638,2.6034,2.686,2.789,2.819
43516,2.48113,2.5735,2.66338,2.69338,2.87425,2.6494,2.5983,2.5781,2.6145,2.6939,2.757,2.8242
43517,2.48988,2.57063,2.651,2.70425,2.88863,2.6518,2.6017,2.5784,2.6175,2.6964,2.7693,2.8241
43518,2.48438,2.57638,2.64625,2.706,2.89163,2.608,2.5538,2.535,2.5745,2.6582,2.8053,2.7958
43521,2.47913,2.57675,2.63863,2.69313,2.88313,2.6082,2.5555,2.5414,2.5821,2.6672,2.7723,2.8134
43522,2.493,2.57913,2.62888,2.687,2.87825,2.6268,2.5799,2.5698,2.6142,2.7015,2.7757,2.8506
43523,2.48925,2.57213,2.62613,2.685,2.8665,2.5982,2.5445,2.5323,2.577,2.6661,2.7482,2.8193
43524,2.49038,2.56713,2.61513,2.68575,2.86488,2.5969,2.5417,2.5296,2.5763,2.6678,2.8008,2.8246
43525,2.48188,2.56138,2.5985,2.68213,2.879,2.5699,2.5099,2.5015,2.548,2.6417,2.8354,2.7959
43528,2.483,2.55975,2.60763,2.68263,2.88325,2.5896,2.5403,2.5361,2.5893,2.6895,2.8694,2.8533
43529,2.48088,2.56063,2.60663,2.68475,2.88363,2.6107,2.5679,2.5689,2.6246,2.7275,2.8393,2.883
43530,2.49175,2.56188,2.5945,2.68813,2.88638,2.6426,2.6051,2.6055,2.6612,2.7599,2.8395,2.9183
43531,2.49275,2.5615,2.60063,2.68275,2.87613,2.6279,2.583,2.5759,2.6303,2.7291,2.8218,2.8887
43532,2.4915,2.57013,2.59663,2.679,2.86363,2.6476,2.6025,2.5889,2.6377,2.7314,2.7731,2.8876
43535,2.49888,2.5715,2.60825,2.67925,2.869,2.6253,2.577,2.5647,2.6143,2.7115,2.7615,2.8733
43536,2.48863,2.56925,2.59325,2.68213,2.8685,2.5942,2.5384,2.517,2.5642,2.6603,2.7743,2.8278
43537,2.48375,2.5685,2.61088,2.67638,2.859,2.585,2.5264,2.506,2.553,2.6499,2.7327,2.8146
43538,2.48175,2.56675,2.61463,2.67913,2.84588,2.6022,2.5428,2.5188,2.5645,2.6609,2.749,2.8311
43539,2.48175,2.55838,2.62525,2.67175,2.8405,2.5713,2.5058,2.4764,2.5206,2.6177,2.7615,2.7911
43542,2.48775,2.56475,2.63263,2.67063,2.81763,2.5813,2.5201,2.4975,2.5406,2.6352,2.7243,2.8073
43543,2.48675,2.55813,2.61275,2.67413,2.81038,2.5752,2.5154,2.4964,2.5447,2.6433,2.735,2.8235
43544,2.49063,2.54438,2.607,2.679,2.8135,2.559,2.4897,2.4651,2.5104,2.6065,2.7327,2.7865
43545,2.4855,2.55225,2.6015,2.67738,2.79413,2.568,2.501,2.4765,2.523,2.6194,2.6602,2.7957
43546,2.49888,2.556,2.60988,2.676,2.787,2.573,2.508,2.4822,2.5267,2.621,2.6509,2.7901
43549,2.48975,2.56238,2.60875,2.673,2.74575,2.5056,2.4252,2.3955,2.4403,2.538,2.545,2.7314
43550,2.4955,2.55775,2.59738,2.68213,2.72463,2.5041,2.4264,2.3947,2.4371,2.5322,2.4887,2.7197
43551,2.49863,2.559,2.601,2.65075,2.68288,2.4032,2.3137,2.288,2.329,2.4233,2.511,2.62
43552,2.5015,2.55238,2.59175,2.64113,2.69425,2.3205,2.2244,2.2005,2.2505,2.3551,2.4655,2.5775
43553,2.4945,2.56388,2.59975,2.6595,2.71063,2.3538,2.2613,2.241,2.2868,2.3862,2.5059,2.5912
43556,2.49338,2.56188,2.5955,2.66913,2.73,2.312,2.2196,2.1976,2.245,2.343,2.5178,2.5435
43557,2.47938,2.5595,2.60238,2.65063,2.73325,2.3536,2.2717,2.2539,2.2983,2.3914,2.6031,2.5759
43558,2.47713,2.56075,2.59775,2.65513,2.7495,2.3823,2.3056,2.2849,2.3242,2.4085,2.5706,2.5824
43559,2.4735,2.55425,2.58863,2.64588,2.7365,2.4522,2.3865,2.3722,2.4166,2.5018,2.6141,2.6584
43560,2.47163,2.54425,2.59213,2.64463,2.75113,2.4236,2.3492,2.3345,2.3792,2.4641,2.6073,2.6331
43563,2.48125,2.54763,2.584,2.63163,2.74988,2.4496,2.3777,2.3677,2.4165,2.5048,2.5925,2.679
43564,2.484,2.55263,2.58125,2.6285,2.75413,2.445,2.3731,2.362,2.4093,2.4986,2.6188,2.6713
43565,2.482,2.5485,2.6035,2.627,2.74013,2.4443,2.3689,2.3468,2.3935,2.4817,2.601,2.6595
43566,2.47263,2.53675,2.59675,2.63125,2.73413,2.4584,2.387,2.368,2.4174,2.5081,2.565,2.6859
43567,2.47738,2.54263,2.601,2.63775,2.74838,2.4375,2.3622,2.3425,2.3932,2.4865,2.5995,2.6719
43570,2.47388,2.53488,2.588,2.63763,2.75488,2.4161,2.3301,2.303,2.352,2.4465,2.6601,2.642
43571,2.47975,2.53825,2.60088,2.63138,2.75525,2.4444,2.3638,2.3415,2.3891,2.482,2.66,2.6751
43572,2.48738,2.54363,2.5915,2.63363,2.76188,2.4958,2.4289,2.4111,2.458,2.5492,2.6924,2.7282
